sent_idx,id,source,model,family,n_words,n_diac,tokens_nd,fertility_nd,unk_nd,scr_nd,tokens_d,fertility_d,unk_d,scr_d,delta_tokens,inflation
1344,208454,unknown_local_sample,mt5,Multilingual,15,10,27,1.8,0,0.20833333333333334,30,2.0,0,0.23076923076923078,3,0.1111111111111111
1344,208454,unknown_local_sample,rembert,Multilingual,15,10,22,1.4666666666666666,0,0.22727272727272727,24,1.6,0,0.2608695652173913,2,0.09090909090909091
1344,208454,unknown_local_sample,ro_bert,Monolingual,15,10,19,1.2666666666666666,0,0.15789473684210525,18,1.2,0,0.16666666666666666,-1,-0.05263157894736842
1344,208454,unknown_local_sample,robert,Monolingual,15,10,26,1.7333333333333334,0,0.23076923076923078,24,1.6,0,0.25,-2,-0.07692307692307693
1345,162502,unknown_local_sample,mbert,Multilingual,12,3,20,1.6666666666666667,0,0.2,21,1.75,0,0.19047619047619047,1,0.05
1345,162502,unknown_local_sample,xlmr,Multilingual,12,3,18,1.5,0,0.1111111111111111,18,1.5,0,0.16666666666666666,0,0.0
1345,162502,unknown_local_sample,mt5,Multilingual,12,3,20,1.6666666666666667,0,0.16666666666666666,21,1.75,0,0.25,1,0.05
1345,162502,unknown_local_sample,rembert,Multilingual,12,3,18,1.5,0,0.1111111111111111,18,1.5,0,0.16666666666666666,0,0.0
1345,162502,unknown_local_sample,ro_bert,Monolingual,12,3,14,1.1666666666666667,0,0.14285714285714285,13,1.0833333333333333,0,0.15384615384615385,-1,-0.07142857142857142
1345,162502,unknown_local_sample,robert,Monolingual,12,3,16,1.3333333333333333,0,0.1875,16,1.3333333333333333,0,0.1875,0,0.0
1346,285342,unknown_local_sample,mbert,Multilingual,14,7,37,2.642857142857143,0,0.35135135135135137,44,3.142857142857143,0,0.5227272727272727,7,0.1891891891891892
1346,285342,unknown_local_sample,xlmr,Multilingual,14,7,36,2.5714285714285716,0,0.3888888888888889,38,2.7142857142857144,0,0.3783783783783784,2,0.05555555555555555
1346,285342,unknown_local_sample,mt5,Multilingual,14,7,34,2.4285714285714284,0,0.2727272727272727,37,2.642857142857143,0,0.2857142857142857,3,0.08823529411764706
1346,285342,unknown_local_sample,rembert,Multilingual,14,7,35,2.5,0,0.2857142857142857,35,2.5,0,0.3142857142857143,0,0.0
1346,285342,unknown_local_sample,ro_bert,Monolingual,14,7,30,2.142857142857143,0,0.3,30,2.142857142857143,0,0.4,0,0.0
1346,285342,unknown_local_sample,robert,Monolingual,14,7,32,2.2857142857142856,0,0.34375,33,2.357142857142857,0,0.36363636363636365,1,0.03125
1347,117845,unknown_local_sample,mbert,Multilingual,28,11,50,1.7857142857142858,0,0.16,54,1.9285714285714286,0,0.2222222222222222,4,0.08
1347,117845,unknown_local_sample,xlmr,Multilingual,28,11,41,1.4642857142857142,0,0.2,42,1.5,0,0.175,1,0.024390243902439025
1347,117845,unknown_local_sample,mt5,Multilingual,28,11,52,1.8571428571428572,0,0.1956521739130435,57,2.0357142857142856,0,0.21568627450980393,5,0.09615384615384616
1347,117845,unknown_local_sample,rembert,Multilingual,28,11,45,1.6071428571428572,0,0.2,46,1.6428571428571428,0,0.2222222222222222,1,0.022222222222222223
1347,117845,unknown_local_sample,ro_bert,Monolingual,28,11,35,1.25,0,0.14285714285714285,35,1.25,0,0.14285714285714285,0,0.0
1347,117845,unknown_local_sample,robert,Monolingual,28,11,44,1.5714285714285714,0,0.13636363636363635,44,1.5714285714285714,0,0.13636363636363635,0,0.0
1348,133368,unknown_local_sample,mbert,Multilingual,15,6,28,1.8666666666666667,0,0.2857142857142857,30,2.0,0,0.26666666666666666,2,0.07142857142857142
1348,133368,unknown_local_sample,xlmr,Multilingual,15,6,24,1.6,0,0.375,25,1.6666666666666667,0,0.36,1,0.041666666666666664
1348,133368,unknown_local_sample,mt5,Multilingual,15,6,32,2.1333333333333333,0,0.3333333333333333,33,2.2,0,0.35714285714285715,1,0.03125
1348,133368,unknown_local_sample,rembert,Multilingual,15,6,25,1.6666666666666667,0,0.34782608695652173,26,1.7333333333333334,0,0.32,1,0.04
1348,133368,unknown_local_sample,ro_bert,Monolingual,15,6,23,1.5333333333333334,0,0.34782608695652173,19,1.2666666666666666,0,0.2631578947368421,-4,-0.17391304347826086
1348,133368,unknown_local_sample,robert,Monolingual,15,6,28,1.8666666666666667,0,0.2857142857142857,27,1.8,0,0.25925925925925924,-1,-0.03571428571428571
1349,252419,unknown_local_sample,mbert,Multilingual,8,7,24,3.0,0,0.3333333333333333,27,3.375,0,0.48148148148148145,3,0.125
1349,252419,unknown_local_sample,xlmr,Multilingual,8,7,20,2.5,0,0.3,25,3.125,0,0.44,5,0.25
1349,252419,unknown_local_sample,mt5,Multilingual,8,7,20,2.5,0,0.3,27,3.375,0,0.44,7,0.35
1349,252419,unknown_local_sample,rembert,Multilingual,8,7,19,2.375,0,0.2631578947368421,24,3.0,0,0.375,5,0.2631578947368421
1349,252419,unknown_local_sample,ro_bert,Monolingual,8,7,20,2.5,0,0.3,19,2.375,0,0.3684210526315789,-1,-0.05
1349,252419,unknown_local_sample,robert,Monolingual,8,7,18,2.25,0,0.3333333333333333,17,2.125,0,0.29411764705882354,-1,-0.05555555555555555
1350,386304,unknown_local_sample,mbert,Multilingual,12,6,25,2.0833333333333335,0,0.32,26,2.1666666666666665,0,0.34615384615384615,1,0.04
1350,386304,unknown_local_sample,xlmr,Multilingual,12,6,23,1.9166666666666667,0,0.34782608695652173,25,2.0833333333333335,0,0.36,2,0.08695652173913043
1350,386304,unknown_local_sample,mt5,Multilingual,12,6,25,2.0833333333333335,0,0.3181818181818182,29,2.4166666666666665,0,0.32,4,0.16
1350,386304,unknown_local_sample,rembert,Multilingual,12,6,24,2.0,0,0.2916666666666667,26,2.1666666666666665,0,0.34615384615384615,2,0.08333333333333333
1350,386304,unknown_local_sample,ro_bert,Monolingual,12,6,20,1.6666666666666667,0,0.25,21,1.75,0,0.2857142857142857,1,0.05
1350,386304,unknown_local_sample,robert,Monolingual,12,6,20,1.6666666666666667,0,0.3,19,1.5833333333333333,0,0.2631578947368421,-1,-0.05
1351,339918,unknown_local_sample,mbert,Multilingual,11,7,23,2.090909090909091,0,0.34782608695652173,26,2.3636363636363638,0,0.38461538461538464,3,0.13043478260869565
1351,339918,unknown_local_sample,xlmr,Multilingual,11,7,20,1.8181818181818181,0,0.35,21,1.9090909090909092,0,0.23809523809523808,1,0.05
1351,339918,unknown_local_sample,mt5,Multilingual,11,7,18,1.6363636363636365,0,0.2222222222222222,20,1.8181818181818181,0,0.25,2,0.1111111111111111
1351,339918,unknown_local_sample,rembert,Multilingual,11,7,20,1.8181818181818181,0,0.35,21,1.9090909090909092,0,0.2857142857142857,1,0.05
1351,339918,unknown_local_sample,ro_bert,Monolingual,11,7,18,1.6363636363636365,0,0.3333333333333333,16,1.4545454545454546,0,0.25,-2,-0.1111111111111111
1351,339918,unknown_local_sample,robert,Monolingual,11,7,18,1.6363636363636365,0,0.2777777777777778,18,1.6363636363636365,0,0.2777777777777778,0,0.0
1352,20862,unknown_local_sample,mbert,Multilingual,34,9,52,1.5294117647058822,0,0.19230769230769232,53,1.5588235294117647,0,0.18867924528301888,1,0.019230769230769232
1352,20862,unknown_local_sample,xlmr,Multilingual,34,9,47,1.3823529411764706,0,0.21739130434782608,48,1.411764705882353,0,0.1956521739130435,1,0.02127659574468085
1352,20862,unknown_local_sample,mt5,Multilingual,34,9,57,1.6764705882352942,0,0.2653061224489796,60,1.7647058823529411,0,0.24489795918367346,3,0.05263157894736842
1352,20862,unknown_local_sample,rembert,Multilingual,34,9,49,1.4411764705882353,0,0.22916666666666666,49,1.4411764705882353,0,0.2127659574468085,0,0.0
1352,20862,unknown_local_sample,ro_bert,Monolingual,34,9,43,1.2647058823529411,0,0.20930232558139536,42,1.2352941176470589,0,0.19047619047619047,-1,-0.023255813953488372
1352,20862,unknown_local_sample,robert,Monolingual,34,9,47,1.3823529411764706,0,0.2127659574468085,47,1.3823529411764706,0,0.2127659574468085,0,0.0
1353,129199,unknown_local_sample,mbert,Multilingual,10,4,16,1.6,0,0.125,18,1.8,0,0.16666666666666666,2,0.125
1353,129199,unknown_local_sample,xlmr,Multilingual,10,4,14,1.4,0,0.14285714285714285,17,1.7,0,0.11764705882352941,3,0.21428571428571427
1353,129199,unknown_local_sample,mt5,Multilingual,10,4,16,1.6,0,0.14285714285714285,22,2.2,0,0.23529411764705882,6,0.375
1353,129199,unknown_local_sample,rembert,Multilingual,10,4,14,1.4,0,0.14285714285714285,16,1.6,0,0.1875,2,0.14285714285714285
1353,129199,unknown_local_sample,ro_bert,Monolingual,10,4,13,1.3,0,0.15384615384615385,13,1.3,0,0.15384615384615385,0,0.0
1353,129199,unknown_local_sample,robert,Monolingual,10,4,15,1.5,0,0.2,15,1.5,0,0.2,0,0.0
1354,239494,unknown_local_sample,mbert,Multilingual,19,12,32,1.6842105263157894,0,0.1875,41,2.1578947368421053,0,0.36585365853658536,9,0.28125
1354,239494,unknown_local_sample,xlmr,Multilingual,19,12,31,1.631578947368421,0,0.12903225806451613,35,1.8421052631578947,0,0.22857142857142856,4,0.12903225806451613
1354,239494,unknown_local_sample,mt5,Multilingual,19,12,31,1.631578947368421,0,0.16666666666666666,40,2.1052631578947367,0,0.22857142857142856,9,0.2903225806451613
1354,239494,unknown_local_sample,rembert,Multilingual,19,12,31,1.631578947368421,0,0.12903225806451613,35,1.8421052631578947,0,0.2,4,0.12903225806451613
1354,239494,unknown_local_sample,ro_bert,Monolingual,19,12,27,1.4210526315789473,0,0.1111111111111111,27,1.4210526315789473,0,0.1111111111111111,0,0.0
1354,239494,unknown_local_sample,robert,Monolingual,19,12,27,1.4210526315789473,0,0.18518518518518517,28,1.4736842105263157,0,0.17857142857142858,1,0.037037037037037035
1355,13518,unknown_local_sample,mbert,Multilingual,4,2,8,2.0,0,0.375,6,1.5,0,0.3333333333333333,-2,-0.25
1355,13518,unknown_local_sample,xlmr,Multilingual,4,2,5,1.25,0,0.2,5,1.25,0,0.2,0,0.0
1355,13518,unknown_local_sample,mt5,Multilingual,4,2,6,1.5,0,0.16666666666666666,7,1.75,0,0.2857142857142857,1,0.16666666666666666
1355,13518,unknown_local_sample,rembert,Multilingual,4,2,7,1.75,0,0.14285714285714285,5,1.25,0,0.2,-2,-0.2857142857142857
1355,13518,unknown_local_sample,ro_bert,Monolingual,4,2,5,1.25,0,0.2,5,1.25,0,0.2,0,0.0
1355,13518,unknown_local_sample,robert,Monolingual,4,2,5,1.25,0,0.2,5,1.25,0,0.2,0,0.0
1356,141550,unknown_local_sample,mbert,Multilingual,7,1,11,1.5714285714285714,0,0.36363636363636365,11,1.5714285714285714,0,0.36363636363636365,0,0.0
1356,141550,unknown_local_sample,xlmr,Multilingual,7,1,9,1.2857142857142858,0,0.3333333333333333,9,1.2857142857142858,0,0.3333333333333333,0,0.0
1356,141550,unknown_local_sample,mt5,Multilingual,7,1,9,1.2857142857142858,0,0.125,9,1.2857142857142858,0,0.125,0,0.0
1356,141550,unknown_local_sample,rembert,Multilingual,7,1,9,1.2857142857142858,0,0.125,9,1.2857142857142858,0,0.125,0,0.0
1356,141550,unknown_local_sample,ro_bert,Monolingual,7,1,8,1.1428571428571428,0,0.125,8,1.1428571428571428,0,0.125,0,0.0
1356,141550,unknown_local_sample,robert,Monolingual,7,1,8,1.1428571428571428,0,0.125,8,1.1428571428571428,0,0.125,0,0.0
1357,10111,unknown_local_sample,mbert,Multilingual,24,6,39,1.625,0,0.20512820512820512,40,1.6666666666666667,0,0.3,1,0.02564102564102564
1357,10111,unknown_local_sample,xlmr,Multilingual,24,6,35,1.4583333333333333,0,0.23529411764705882,35,1.4583333333333333,0,0.2647058823529412,0,0.0
1357,10111,unknown_local_sample,mt5,Multilingual,24,6,48,2.0,0,0.3170731707317073,49,2.0416666666666665,0,0.3023255813953488,1,0.020833333333333332
1357,10111,unknown_local_sample,rembert,Multilingual,24,6,37,1.5416666666666667,0,0.2222222222222222,36,1.5,0,0.2571428571428571,-1,-0.02702702702702703
1357,10111,unknown_local_sample,ro_bert,Monolingual,24,6,30,1.25,0,0.26666666666666666,28,1.1666666666666667,0,0.21428571428571427,-2,-0.06666666666666667
1357,10111,unknown_local_sample,robert,Monolingual,24,6,38,1.5833333333333333,0,0.3157894736842105,37,1.5416666666666667,0,0.2972972972972973,-1,-0.02631578947368421
1358,229163,unknown_local_sample,mbert,Multilingual,7,1,15,2.142857142857143,0,0.4,17,2.4285714285714284,0,0.5294117647058824,2,0.13333333333333333
1358,229163,unknown_local_sample,xlmr,Multilingual,7,1,12,1.7142857142857142,0,0.25,13,1.8571428571428572,0,0.3076923076923077,1,0.08333333333333333
1358,229163,unknown_local_sample,mt5,Multilingual,7,1,12,1.7142857142857142,0,0.18181818181818182,13,1.8571428571428572,0,0.25,1,0.08333333333333333
1358,229163,unknown_local_sample,rembert,Multilingual,7,1,12,1.7142857142857142,0,0.25,13,1.8571428571428572,0,0.3076923076923077,1,0.08333333333333333
1358,229163,unknown_local_sample,ro_bert,Monolingual,7,1,13,1.8571428571428572,0,0.46153846153846156,13,1.8571428571428572,0,0.38461538461538464,0,0.0
1358,229163,unknown_local_sample,robert,Monolingual,7,1,13,1.8571428571428572,0,0.38461538461538464,13,1.8571428571428572,0,0.38461538461538464,0,0.0
1359,63424,unknown_local_sample,mbert,Multilingual,20,12,38,1.9,0,0.15789473684210525,41,2.05,0,0.21951219512195122,3,0.07894736842105263
1359,63424,unknown_local_sample,xlmr,Multilingual,20,12,36,1.8,0,0.2222222222222222,38,1.9,0,0.2631578947368421,2,0.05555555555555555
1359,63424,unknown_local_sample,mt5,Multilingual,20,12,38,1.9,0,0.19444444444444445,41,2.05,0,0.23076923076923078,3,0.07894736842105263
1359,63424,unknown_local_sample,rembert,Multilingual,20,12,35,1.75,0,0.17142857142857143,37,1.85,0,0.19444444444444445,2,0.05714285714285714
1359,63424,unknown_local_sample,ro_bert,Monolingual,20,12,29,1.45,0,0.1724137931034483,27,1.35,0,0.14814814814814814,-2,-0.06896551724137931
1359,63424,unknown_local_sample,robert,Monolingual,20,12,33,1.65,0,0.18181818181818182,33,1.65,0,0.21212121212121213,0,0.0
1360,193746,unknown_local_sample,mbert,Multilingual,8,1,14,1.75,0,0.07142857142857142,14,1.75,0,0.07142857142857142,0,0.0
1360,193746,unknown_local_sample,xlmr,Multilingual,8,1,12,1.5,0,0.08333333333333333,12,1.5,0,0.08333333333333333,0,0.0
1360,193746,unknown_local_sample,mt5,Multilingual,8,1,13,1.625,0,0.15384615384615385,13,1.625,0,0.15384615384615385,0,0.0
1360,193746,unknown_local_sample,rembert,Multilingual,8,1,14,1.75,0,0.21428571428571427,14,1.75,0,0.21428571428571427,0,0.0
1360,193746,unknown_local_sample,ro_bert,Monolingual,8,1,10,1.25,0,0.1,10,1.25,0,0.1,0,0.0
1360,193746,unknown_local_sample,robert,Monolingual,8,1,12,1.5,0,0.16666666666666666,12,1.5,0,0.16666666666666666,0,0.0
1361,141042,unknown_local_sample,mbert,Multilingual,12,4,24,2.0,0,0.20833333333333334,25,2.0833333333333335,0,0.2,1,0.041666666666666664
1361,141042,unknown_local_sample,xlmr,Multilingual,12,4,18,1.5,0,0.1111111111111111,19,1.5833333333333333,0,0.10526315789473684,1,0.05555555555555555
1361,141042,unknown_local_sample,mt5,Multilingual,12,4,20,1.6666666666666667,0,0.1111111111111111,21,1.75,0,0.10526315789473684,1,0.05
1361,141042,unknown_local_sample,rembert,Multilingual,12,4,19,1.5833333333333333,0,0.10526315789473684,20,1.6666666666666667,0,0.15,1,0.05263157894736842
1361,141042,unknown_local_sample,ro_bert,Monolingual,12,4,19,1.5833333333333333,0,0.21052631578947367,18,1.5,0,0.2222222222222222,-1,-0.05263157894736842
1361,141042,unknown_local_sample,robert,Monolingual,12,4,22,1.8333333333333333,0,0.22727272727272727,22,1.8333333333333333,0,0.22727272727272727,0,0.0
1362,11785,unknown_local_sample,mbert,Multilingual,24,7,45,1.875,0,0.13333333333333333,47,1.9583333333333333,0,0.1276595744680851,2,0.044444444444444446
1362,11785,unknown_local_sample,xlmr,Multilingual,24,7,38,1.5833333333333333,0,0.2631578947368421,39,1.625,0,0.15384615384615385,1,0.02631578947368421
1362,11785,unknown_local_sample,mt5,Multilingual,24,7,44,1.8333333333333333,0,0.21951219512195122,47,1.9583333333333333,0,0.13953488372093023,3,0.06818181818181818
1362,11785,unknown_local_sample,rembert,Multilingual,24,7,40,1.6666666666666667,0,0.275,40,1.6666666666666667,0,0.225,0,0.0
1362,11785,unknown_local_sample,ro_bert,Monolingual,24,7,32,1.3333333333333333,0,0.1875,31,1.2916666666666667,0,0.16129032258064516,-1,-0.03125
1362,11785,unknown_local_sample,robert,Monolingual,24,7,41,1.7083333333333333,0,0.17073170731707318,41,1.7083333333333333,0,0.17073170731707318,0,0.0
1363,342304,unknown_local_sample,mbert,Multilingual,11,4,22,2.0,0,0.3181818181818182,25,2.272727272727273,0,0.4,3,0.13636363636363635
1363,342304,unknown_local_sample,xlmr,Multilingual,11,4,19,1.7272727272727273,0,0.3157894736842105,20,1.8181818181818181,0,0.3,1,0.05263157894736842
1363,342304,unknown_local_sample,mt5,Multilingual,11,4,21,1.9090909090909092,0,0.2631578947368421,22,2.0,0,0.3333333333333333,1,0.047619047619047616
1363,342304,unknown_local_sample,rembert,Multilingual,11,4,19,1.7272727272727273,0,0.2631578947368421,21,1.9090909090909092,0,0.3,2,0.10526315789473684
1363,342304,unknown_local_sample,ro_bert,Monolingual,11,4,17,1.5454545454545454,0,0.23529411764705882,17,1.5454545454545454,0,0.29411764705882354,0,0.0
1363,342304,unknown_local_sample,robert,Monolingual,11,4,19,1.7272727272727273,0,0.3157894736842105,19,1.7272727272727273,0,0.3157894736842105,0,0.0
1364,42407,unknown_local_sample,mbert,Multilingual,21,6,40,1.9047619047619047,0,0.125,41,1.9523809523809523,0,0.17073170731707318,1,0.025
1364,42407,unknown_local_sample,xlmr,Multilingual,21,6,32,1.5238095238095237,0,0.15625,31,1.4761904761904763,0,0.16129032258064516,-1,-0.03125
1364,42407,unknown_local_sample,mt5,Multilingual,21,6,40,1.9047619047619047,0,0.3055555555555556,43,2.0476190476190474,0,0.2631578947368421,3,0.075
1364,42407,unknown_local_sample,rembert,Multilingual,21,6,32,1.5238095238095237,0,0.1875,32,1.5238095238095237,0,0.1875,0,0.0
1364,42407,unknown_local_sample,ro_bert,Monolingual,21,6,28,1.3333333333333333,0,0.17857142857142858,26,1.2380952380952381,0,0.15384615384615385,-2,-0.07142857142857142
1364,42407,unknown_local_sample,robert,Monolingual,21,6,35,1.6666666666666667,0,0.14285714285714285,34,1.619047619047619,0,0.14705882352941177,-1,-0.02857142857142857
1365,179959,unknown_local_sample,mbert,Multilingual,8,2,18,2.25,0,0.2777777777777778,18,2.25,0,0.2777777777777778,0,0.0
1365,179959,unknown_local_sample,xlmr,Multilingual,8,2,16,2.0,0,0.25,16,2.0,0,0.25,0,0.0
1365,179959,unknown_local_sample,mt5,Multilingual,8,2,18,2.25,0,0.29411764705882354,19,2.375,0,0.29411764705882354,1,0.05555555555555555
1365,179959,unknown_local_sample,rembert,Multilingual,8,2,17,2.125,0,0.23529411764705882,17,2.125,0,0.23529411764705882,0,0.0
1365,179959,unknown_local_sample,ro_bert,Monolingual,8,2,10,1.25,0,0.2,10,1.25,0,0.2,0,0.0
1365,179959,unknown_local_sample,robert,Monolingual,8,2,13,1.625,0,0.3076923076923077,13,1.625,0,0.3076923076923077,0,0.0
1366,361089,unknown_local_sample,mbert,Multilingual,11,8,23,2.090909090909091,0,0.21739130434782608,24,2.1818181818181817,0,0.2916666666666667,1,0.043478260869565216
1366,361089,unknown_local_sample,xlmr,Multilingual,11,8,21,1.9090909090909092,0,0.23809523809523808,21,1.9090909090909092,0,0.3333333333333333,0,0.0
1366,361089,unknown_local_sample,mt5,Multilingual,11,8,23,2.090909090909091,0,0.3,27,2.4545454545454546,0,0.32,4,0.17391304347826086
1366,361089,unknown_local_sample,rembert,Multilingual,11,8,20,1.8181818181818181,0,0.25,21,1.9090909090909092,0,0.23809523809523808,1,0.05
1366,361089,unknown_local_sample,ro_bert,Monolingual,11,8,18,1.6363636363636365,0,0.2222222222222222,17,1.5454545454545454,0,0.29411764705882354,-1,-0.05555555555555555
1366,361089,unknown_local_sample,robert,Monolingual,11,8,19,1.7272727272727273,0,0.3157894736842105,18,1.6363636363636365,0,0.2777777777777778,-1,-0.05263157894736842
1367,360081,unknown_local_sample,mbert,Multilingual,8,5,17,2.125,0,0.47058823529411764,20,2.5,0,0.55,3,0.17647058823529413
1367,360081,unknown_local_sample,xlmr,Multilingual,8,5,13,1.625,0,0.15384615384615385,15,1.875,0,0.2,2,0.15384615384615385
1367,360081,unknown_local_sample,mt5,Multilingual,8,5,17,2.125,0,0.2857142857142857,19,2.375,0,0.25,2,0.11764705882352941
1367,360081,unknown_local_sample,rembert,Multilingual,8,5,13,1.625,0,0.15384615384615385,16,2.0,0,0.3125,3,0.23076923076923078
1367,360081,unknown_local_sample,ro_bert,Monolingual,8,5,16,2.0,0,0.375,16,2.0,0,0.375,0,0.0
1367,360081,unknown_local_sample,robert,Monolingual,8,5,15,1.875,0,0.3333333333333333,16,2.0,0,0.375,1,0.06666666666666667
1368,29421,unknown_local_sample,mbert,Multilingual,25,10,45,1.8,1,0.1590909090909091,46,1.84,1,0.17777777777777778,1,0.022222222222222223
1368,29421,unknown_local_sample,xlmr,Multilingual,25,10,36,1.44,0,0.16666666666666666,39,1.56,0,0.20512820512820512,3,0.08333333333333333
1368,29421,unknown_local_sample,mt5,Multilingual,25,10,46,1.84,0,0.19047619047619047,49,1.96,0,0.19047619047619047,3,0.06521739130434782
1368,29421,unknown_local_sample,rembert,Multilingual,25,10,39,1.56,0,0.15384615384615385,40,1.6,0,0.2,1,0.02564102564102564
1368,29421,unknown_local_sample,ro_bert,Monolingual,25,10,33,1.32,0,0.18181818181818182,32,1.28,0,0.21875,-1,-0.030303030303030304
1368,29421,unknown_local_sample,robert,Monolingual,25,10,40,1.6,0,0.25,38,1.52,0,0.21052631578947367,-2,-0.05
1369,364663,unknown_local_sample,mbert,Multilingual,14,6,29,2.0714285714285716,0,0.20689655172413793,30,2.142857142857143,0,0.23333333333333334,1,0.034482758620689655
1369,364663,unknown_local_sample,xlmr,Multilingual,14,6,25,1.7857142857142858,0,0.2,26,1.8571428571428572,0,0.16,1,0.04
1369,364663,unknown_local_sample,mt5,Multilingual,14,6,28,2.0,0,0.23076923076923078,30,2.142857142857143,0,0.2222222222222222,2,0.07142857142857142
1369,364663,unknown_local_sample,rembert,Multilingual,14,6,28,2.0,0,0.2857142857142857,27,1.9285714285714286,0,0.2692307692307692,-1,-0.03571428571428571
1369,364663,unknown_local_sample,ro_bert,Monolingual,14,6,21,1.5,0,0.14285714285714285,21,1.5,0,0.14285714285714285,0,0.0
1369,364663,unknown_local_sample,robert,Monolingual,14,6,23,1.6428571428571428,0,0.17391304347826086,22,1.5714285714285714,0,0.13636363636363635,-1,-0.043478260869565216
1370,379489,unknown_local_sample,mbert,Multilingual,14,5,31,2.2142857142857144,0,0.25806451612903225,34,2.4285714285714284,0,0.35294117647058826,3,0.0967741935483871
1370,379489,unknown_local_sample,xlmr,Multilingual,14,5,23,1.6428571428571428,0,0.30434782608695654,26,1.8571428571428572,0,0.38461538461538464,3,0.13043478260869565
1370,379489,unknown_local_sample,mt5,Multilingual,14,5,29,2.0714285714285716,0,0.34615384615384615,32,2.2857142857142856,0,0.35714285714285715,3,0.10344827586206896
1370,379489,unknown_local_sample,rembert,Multilingual,14,5,26,1.8571428571428572,0,0.3076923076923077,24,1.7142857142857142,0,0.2916666666666667,-2,-0.07692307692307693
1370,379489,unknown_local_sample,ro_bert,Monolingual,14,5,22,1.5714285714285714,0,0.2727272727272727,21,1.5,0,0.3333333333333333,-1,-0.045454545454545456
1370,379489,unknown_local_sample,robert,Monolingual,14,5,22,1.5714285714285714,0,0.3181818181818182,22,1.5714285714285714,0,0.36363636363636365,0,0.0
1371,21792,unknown_local_sample,mbert,Multilingual,39,7,69,1.7692307692307692,0,0.2463768115942029,71,1.8205128205128205,0,0.2676056338028169,2,0.028985507246376812
1371,21792,unknown_local_sample,xlmr,Multilingual,39,7,61,1.564102564102564,0,0.29508196721311475,60,1.5384615384615385,0,0.26666666666666666,-1,-0.01639344262295082
1371,21792,unknown_local_sample,mt5,Multilingual,39,7,73,1.8717948717948718,0,0.3230769230769231,76,1.9487179487179487,0,0.3382352941176471,3,0.0410958904109589
1371,21792,unknown_local_sample,rembert,Multilingual,39,7,61,1.564102564102564,0,0.3114754098360656,62,1.5897435897435896,0,0.29508196721311475,1,0.01639344262295082
1371,21792,unknown_local_sample,ro_bert,Monolingual,39,7,57,1.4615384615384615,0,0.2631578947368421,55,1.4102564102564104,0,0.2545454545454545,-2,-0.03508771929824561
1371,21792,unknown_local_sample,robert,Monolingual,39,7,60,1.5384615384615385,0,0.3,61,1.564102564102564,0,0.32786885245901637,1,0.016666666666666666
1372,212810,unknown_local_sample,mbert,Multilingual,21,9,39,1.8571428571428572,0,0.358974358974359,45,2.142857142857143,0,0.5111111111111111,6,0.15384615384615385
1372,212810,unknown_local_sample,xlmr,Multilingual,21,9,36,1.7142857142857142,0,0.3333333333333333,39,1.8571428571428572,0,0.38461538461538464,3,0.08333333333333333
1372,212810,unknown_local_sample,mt5,Multilingual,21,9,41,1.9523809523809523,0,0.34210526315789475,44,2.0952380952380953,0,0.43902439024390244,3,0.07317073170731707
1372,212810,unknown_local_sample,rembert,Multilingual,21,9,39,1.8571428571428572,0,0.358974358974359,42,2.0,0,0.40476190476190477,3,0.07692307692307693
1372,212810,unknown_local_sample,ro_bert,Monolingual,21,9,35,1.6666666666666667,0,0.37142857142857144,34,1.619047619047619,0,0.35294117647058826,-1,-0.02857142857142857
1372,212810,unknown_local_sample,robert,Monolingual,21,9,33,1.5714285714285714,0,0.3333333333333333,32,1.5238095238095237,0,0.34375,-1,-0.030303030303030304
1373,373313,unknown_local_sample,mbert,Multilingual,9,8,20,2.2222222222222223,0,0.35,22,2.4444444444444446,0,0.45454545454545453,2,0.1
1373,373313,unknown_local_sample,xlmr,Multilingual,9,8,18,2.0,0,0.3333333333333333,20,2.2222222222222223,0,0.35,2,0.1111111111111111
1373,373313,unknown_local_sample,mt5,Multilingual,9,8,20,2.2222222222222223,0,0.3684210526315789,23,2.5555555555555554,0,0.4090909090909091,3,0.15
1373,373313,unknown_local_sample,rembert,Multilingual,9,8,18,2.0,0,0.3333333333333333,20,2.2222222222222223,0,0.35,2,0.1111111111111111
1373,373313,unknown_local_sample,ro_bert,Monolingual,9,8,18,2.0,0,0.2777777777777778,18,2.0,0,0.2777777777777778,0,0.0
1373,373313,unknown_local_sample,robert,Monolingual,9,8,18,2.0,0,0.2777777777777778,19,2.111111111111111,0,0.3157894736842105,1,0.05555555555555555
1374,187604,unknown_local_sample,mbert,Multilingual,33,3,48,1.4545454545454546,0,0.3333333333333333,46,1.393939393939394,0,0.34782608695652173,-2,-0.041666666666666664
1374,187604,unknown_local_sample,xlmr,Multilingual,33,3,44,1.3333333333333333,0,0.2727272727272727,44,1.3333333333333333,0,0.2727272727272727,0,0.0
1374,187604,unknown_local_sample,mt5,Multilingual,33,3,57,1.7272727272727273,0,0.23404255319148937,57,1.7272727272727273,0,0.22448979591836735,0,0.0
1374,187604,unknown_local_sample,rembert,Multilingual,33,3,44,1.3333333333333333,0,0.23255813953488372,44,1.3333333333333333,0,0.23255813953488372,0,0.0
1374,187604,unknown_local_sample,ro_bert,Monolingual,33,3,45,1.3636363636363635,0,0.3111111111111111,45,1.3636363636363635,0,0.3111111111111111,0,0.0
