source,model,n_pairs,anchor_sim_mean,anchor_sim_std,mean_pool_sim_mean,mean_pool_sim_std,display,family
unknown_local_sample,mbert,8982,0.9566921236331941,0.11926763047018779,0.89674366355951,0.08584561962464289,mBERT,Multilingual
unknown_local_sample,mt5,8982,0.8484062987210305,0.25172152501250283,0.8945575508385883,0.15077714563417483,mT5,Multilingual
unknown_local_sample,rembert,8982,0.9552584385465763,0.0648458748703897,0.8824086663678398,0.051657128791474584,RemBERT,Multilingual
unknown_local_sample,ro_bert,8982,0.9205259784601547,0.03453026921894653,0.9085202461639031,0.036892990832484984,RO-BERT,Monolingual
unknown_local_sample,robert,8982,0.9272929782181003,0.030198696600029763,0.9323675592727104,0.02631984796628344,RoBERT,Monolingual
unknown_local_sample,xlmr,8982,0.9992387670632912,0.001010210474609258,0.998919658746095,0.0007819254501167589,XLM-R,Multilingual
