sent_idx,model,family,n_words,n_diac,tokens_nd,fertility_nd,unk_nd,scr_nd,tokens_d,fertility_d,unk_d,scr_d,delta_tokens,inflation
2693,xlmr,Multilingual,13,6,31,2.3846153846153846,0,0.41935483870967744,32,2.4615384615384617,0,0.40625,1,0.03225806451612903
2693,ro_bert,Monolingual,13,6,29,2.230769230769231,0,0.3793103448275862,29,2.230769230769231,0,0.3793103448275862,0,0.0
2693,robert,Monolingual,13,6,28,2.1538461538461537,0,0.42857142857142855,27,2.076923076923077,0,0.4444444444444444,-1,-0.03571428571428571
2694,mbert,Multilingual,24,10,47,1.9583333333333333,1,0.2826086956521739,49,2.0416666666666665,1,0.3541666666666667,2,0.0425531914893617
2694,xlmr,Multilingual,24,10,41,1.7083333333333333,0,0.21951219512195122,44,1.8333333333333333,0,0.2727272727272727,3,0.07317073170731707
2694,ro_bert,Monolingual,24,10,39,1.625,0,0.2564102564102564,38,1.5833333333333333,0,0.2894736842105263,-1,-0.02564102564102564
2694,robert,Monolingual,24,10,41,1.7083333333333333,0,0.2682926829268293,40,1.6666666666666667,0,0.275,-1,-0.024390243902439025
2695,mbert,Multilingual,14,14,35,2.5,0,0.2857142857142857,39,2.7857142857142856,0,0.3076923076923077,4,0.11428571428571428
2695,xlmr,Multilingual,14,14,29,2.0714285714285716,0,0.20689655172413793,34,2.4285714285714284,0,0.24242424242424243,5,0.1724137931034483
2695,ro_bert,Monolingual,14,14,29,2.0714285714285716,0,0.27586206896551724,27,1.9285714285714286,0,0.2962962962962963,-2,-0.06896551724137931
2695,robert,Monolingual,14,14,28,2.0,0,0.25,28,2.0,0,0.2857142857142857,0,0.0
2696,mbert,Multilingual,25,7,45,1.8,0,0.3111111111111111,46,1.84,0,0.2608695652173913,1,0.022222222222222223
2696,xlmr,Multilingual,25,7,44,1.76,0,0.25,47,1.88,0,0.2765957446808511,3,0.06818181818181818
2696,ro_bert,Monolingual,25,7,41,1.64,0,0.3170731707317073,36,1.44,0,0.3055555555555556,-5,-0.12195121951219512
2696,robert,Monolingual,25,7,46,1.84,0,0.2826086956521739,45,1.8,0,0.28888888888888886,-1,-0.021739130434782608
2697,mbert,Multilingual,19,6,31,1.631578947368421,0,0.0967741935483871,34,1.7894736842105263,0,0.20588235294117646,3,0.0967741935483871
2697,xlmr,Multilingual,19,6,28,1.4736842105263157,0,0.07407407407407407,27,1.4210526315789473,0,0.11538461538461539,-1,-0.03571428571428571
2697,ro_bert,Monolingual,19,6,21,1.105263157894737,0,0.09523809523809523,20,1.0526315789473684,0,0.1,-1,-0.047619047619047616
2697,robert,Monolingual,19,6,26,1.368421052631579,0,0.07692307692307693,26,1.368421052631579,0,0.07692307692307693,0,0.0
2698,mbert,Multilingual,6,0,9,1.5,0,0.2222222222222222,9,1.5,0,0.2222222222222222,0,0.0
2698,xlmr,Multilingual,6,0,9,1.5,0,0.1111111111111111,9,1.5,0,0.1111111111111111,0,0.0
2698,ro_bert,Monolingual,6,0,7,1.1666666666666667,0,0.14285714285714285,7,1.1666666666666667,0,0.14285714285714285,0,0.0
2698,robert,Monolingual,6,0,8,1.3333333333333333,0,0.25,8,1.3333333333333333,0,0.25,0,0.0
2699,mbert,Multilingual,78,20,138,1.7692307692307692,0,0.2246376811594203,131,1.6794871794871795,0,0.22900763358778625,-7,-0.050724637681159424
2699,xlmr,Multilingual,78,20,107,1.3717948717948718,0,0.15384615384615385,107,1.3717948717948718,0,0.15384615384615385,0,0.0
2699,ro_bert,Monolingual,78,20,100,1.2820512820512822,0,0.2,99,1.2692307692307692,0,0.20202020202020202,-1,-0.01
2699,robert,Monolingual,78,20,117,1.5,1,0.1896551724137931,117,1.5,1,0.19827586206896552,0,0.0
2700,mbert,Multilingual,10,3,19,1.9,0,0.15789473684210525,21,2.1,0,0.19047619047619047,2,0.10526315789473684
2700,xlmr,Multilingual,10,3,16,1.6,0,0.125,16,1.6,0,0.125,0,0.0
2700,ro_bert,Monolingual,10,3,13,1.3,0,0.15384615384615385,13,1.3,0,0.15384615384615385,0,0.0
2700,robert,Monolingual,10,3,17,1.7,0,0.17647058823529413,16,1.6,0,0.125,-1,-0.058823529411764705
2701,mbert,Multilingual,41,6,64,1.5609756097560976,0,0.25,69,1.6829268292682926,0,0.2753623188405797,5,0.078125
2701,xlmr,Multilingual,41,6,60,1.4634146341463414,0,0.23728813559322035,62,1.5121951219512195,0,0.2786885245901639,2,0.03333333333333333
2701,ro_bert,Monolingual,41,6,56,1.3658536585365855,0,0.21428571428571427,55,1.3414634146341464,0,0.2,-1,-0.017857142857142856
2701,robert,Monolingual,41,6,61,1.4878048780487805,0,0.22950819672131148,61,1.4878048780487805,0,0.22950819672131148,0,0.0
2702,mbert,Multilingual,30,10,47,1.5666666666666667,0,0.19148936170212766,48,1.6,0,0.16666666666666666,1,0.02127659574468085
2702,xlmr,Multilingual,30,10,40,1.3333333333333333,0,0.2,42,1.4,0,0.19047619047619047,2,0.05
2702,ro_bert,Monolingual,30,10,36,1.2,0,0.16666666666666666,34,1.1333333333333333,0,0.17647058823529413,-2,-0.05555555555555555
2702,robert,Monolingual,30,10,41,1.3666666666666667,1,0.2,41,1.3666666666666667,1,0.2,0,0.0
2703,mbert,Multilingual,12,1,18,1.5,0,0.1111111111111111,18,1.5,0,0.1111111111111111,0,0.0
2703,xlmr,Multilingual,12,1,15,1.25,0,0.13333333333333333,15,1.25,0,0.13333333333333333,0,0.0
2703,ro_bert,Monolingual,12,1,15,1.25,0,0.13333333333333333,14,1.1666666666666667,0,0.14285714285714285,-1,-0.06666666666666667
2703,robert,Monolingual,12,1,18,1.5,0,0.16666666666666666,18,1.5,0,0.16666666666666666,0,0.0
2704,mbert,Multilingual,9,0,17,1.8888888888888888,0,0.4117647058823529,17,1.8888888888888888,0,0.4117647058823529,0,0.0
2704,xlmr,Multilingual,9,0,15,1.6666666666666667,0,0.4,15,1.6666666666666667,0,0.4,0,0.0
2704,ro_bert,Monolingual,9,0,14,1.5555555555555556,0,0.21428571428571427,14,1.5555555555555556,0,0.21428571428571427,0,0.0
2704,robert,Monolingual,9,0,16,1.7777777777777777,0,0.25,16,1.7777777777777777,0,0.25,0,0.0
2705,mbert,Multilingual,24,8,47,1.9583333333333333,0,0.2127659574468085,47,1.9583333333333333,0,0.2553191489361702,0,0.0
2705,xlmr,Multilingual,24,8,36,1.5,0,0.19444444444444445,39,1.625,0,0.1794871794871795,3,0.08333333333333333
2705,ro_bert,Monolingual,24,8,31,1.2916666666666667,0,0.1935483870967742,31,1.2916666666666667,0,0.1935483870967742,0,0.0
2705,robert,Monolingual,24,8,36,1.5,0,0.19444444444444445,36,1.5,0,0.19444444444444445,0,0.0
2706,mbert,Multilingual,28,11,57,2.0357142857142856,0,0.24561403508771928,60,2.142857142857143,0,0.31666666666666665,3,0.05263157894736842
2706,xlmr,Multilingual,28,11,52,1.8571428571428572,0,0.25,58,2.0714285714285716,0,0.25862068965517243,6,0.11538461538461539
2706,ro_bert,Monolingual,28,11,46,1.6428571428571428,0,0.2391304347826087,43,1.5357142857142858,0,0.2558139534883721,-3,-0.06521739130434782
2706,robert,Monolingual,28,11,48,1.7142857142857142,0,0.2708333333333333,48,1.7142857142857142,0,0.3125,0,0.0
2707,mbert,Multilingual,13,4,27,2.076923076923077,0,0.14814814814814814,29,2.230769230769231,0,0.20689655172413793,2,0.07407407407407407
2707,xlmr,Multilingual,13,4,27,2.076923076923077,0,0.18518518518518517,28,2.1538461538461537,0,0.21428571428571427,1,0.037037037037037035
2707,ro_bert,Monolingual,13,4,23,1.7692307692307692,0,0.21739130434782608,21,1.6153846153846154,0,0.23809523809523808,-2,-0.08695652173913043
2707,robert,Monolingual,13,4,25,1.9230769230769231,0,0.28,23,1.7692307692307692,0,0.30434782608695654,-2,-0.08
2708,mbert,Multilingual,3,2,7,2.3333333333333335,0,0.14285714285714285,8,2.6666666666666665,0,0.125,1,0.14285714285714285
2708,xlmr,Multilingual,3,2,7,2.3333333333333335,0,0.2857142857142857,7,2.3333333333333335,0,0.42857142857142855,0,0.0
2708,ro_bert,Monolingual,3,2,4,1.3333333333333333,0,0.25,4,1.3333333333333333,0,0.25,0,0.0
2708,robert,Monolingual,3,2,7,2.3333333333333335,0,0.14285714285714285,7,2.3333333333333335,0,0.14285714285714285,0,0.0
2709,mbert,Multilingual,34,4,63,1.8529411764705883,0,0.30158730158730157,63,1.8529411764705883,0,0.30158730158730157,0,0.0
2709,xlmr,Multilingual,34,4,51,1.5,0,0.23529411764705882,52,1.5294117647058822,0,0.21568627450980393,1,0.0196078431372549
2709,ro_bert,Monolingual,34,4,55,1.6176470588235294,0,0.32727272727272727,53,1.5588235294117647,0,0.3018867924528302,-2,-0.03636363636363636
2709,robert,Monolingual,34,4,59,1.7352941176470589,0,0.23728813559322035,59,1.7352941176470589,0,0.22033898305084745,0,0.0
2710,mbert,Multilingual,22,6,39,1.7727272727272727,0,0.20512820512820512,40,1.8181818181818181,0,0.25,1,0.02564102564102564
2710,xlmr,Multilingual,22,6,33,1.5,0,0.18181818181818182,34,1.5454545454545454,0,0.20588235294117646,1,0.030303030303030304
2710,ro_bert,Monolingual,22,6,29,1.3181818181818181,0,0.1724137931034483,28,1.2727272727272727,0,0.14285714285714285,-1,-0.034482758620689655
2710,robert,Monolingual,22,6,35,1.5909090909090908,0,0.22857142857142856,35,1.5909090909090908,0,0.22857142857142856,0,0.0
2711,mbert,Multilingual,3,0,6,2.0,0,0.3333333333333333,6,2.0,0,0.3333333333333333,0,0.0
2711,xlmr,Multilingual,3,0,6,2.0,0,0.3333333333333333,6,2.0,0,0.3333333333333333,0,0.0
2711,ro_bert,Monolingual,3,0,6,2.0,0,0.3333333333333333,6,2.0,0,0.3333333333333333,0,0.0
2711,robert,Monolingual,3,0,6,2.0,0,0.3333333333333333,6,2.0,0,0.3333333333333333,0,0.0
2712,mbert,Multilingual,29,7,44,1.5172413793103448,1,0.11627906976744186,45,1.5517241379310345,1,0.09090909090909091,1,0.022727272727272728
2712,xlmr,Multilingual,29,7,40,1.3793103448275863,0,0.15,40,1.3793103448275863,0,0.175,0,0.0
2712,ro_bert,Monolingual,29,7,34,1.1724137931034482,1,0.12121212121212122,34,1.1724137931034482,1,0.12121212121212122,0,0.0
2712,robert,Monolingual,29,7,40,1.3793103448275863,0,0.275,39,1.3448275862068966,0,0.2564102564102564,-1,-0.025
2713,mbert,Multilingual,3,1,7,2.3333333333333335,0,0.14285714285714285,8,2.6666666666666665,0,0.25,1,0.14285714285714285
2713,xlmr,Multilingual,3,1,7,2.3333333333333335,0,0.14285714285714285,8,2.6666666666666665,0,0.25,1,0.14285714285714285
2713,ro_bert,Monolingual,3,1,8,2.6666666666666665,0,0.25,9,3.0,0,0.2222222222222222,1,0.125
2713,robert,Monolingual,3,1,6,2.0,0,0.16666666666666666,8,2.6666666666666665,0,0.125,2,0.3333333333333333
2714,mbert,Multilingual,19,4,36,1.894736842105263,0,0.25,36,1.894736842105263,0,0.25,0,0.0
2714,xlmr,Multilingual,19,4,30,1.5789473684210527,0,0.20689655172413793,30,1.5789473684210527,0,0.20689655172413793,0,0.0
2714,ro_bert,Monolingual,19,4,24,1.263157894736842,0,0.16666666666666666,22,1.1578947368421053,0,0.18181818181818182,-2,-0.08333333333333333
2714,robert,Monolingual,19,4,30,1.5789473684210527,0,0.26666666666666666,29,1.5263157894736843,0,0.27586206896551724,-1,-0.03333333333333333
2715,mbert,Multilingual,7,3,13,1.8571428571428572,0,0.23076923076923078,15,2.142857142857143,0,0.4,2,0.15384615384615385
2715,xlmr,Multilingual,7,3,13,1.8571428571428572,0,0.3076923076923077,15,2.142857142857143,0,0.4666666666666667,2,0.15384615384615385
2715,ro_bert,Monolingual,7,3,9,1.2857142857142858,0,0.1111111111111111,10,1.4285714285714286,0,0.3,1,0.1111111111111111
2715,robert,Monolingual,7,3,9,1.2857142857142858,0,0.1111111111111111,10,1.4285714285714286,0,0.2,1,0.1111111111111111
2716,mbert,Multilingual,40,21,101,2.525,0,0.19801980198019803,102,2.55,0,0.23529411764705882,1,0.009900990099009901
2716,xlmr,Multilingual,40,21,90,2.25,0,0.2777777777777778,103,2.575,0,0.3106796116504854,13,0.14444444444444443
2716,ro_bert,Monolingual,40,21,69,1.725,0,0.2318840579710145,65,1.625,0,0.2153846153846154,-4,-0.057971014492753624
2716,robert,Monolingual,40,21,91,2.275,0,0.25274725274725274,90,2.25,0,0.26666666666666666,-1,-0.01098901098901099
2717,mbert,Multilingual,25,7,48,1.92,0,0.1875,51,2.04,0,0.21568627450980393,3,0.0625
2717,xlmr,Multilingual,25,7,42,1.68,0,0.19047619047619047,44,1.76,0,0.20930232558139536,2,0.047619047619047616
2717,ro_bert,Monolingual,25,7,39,1.56,0,0.20512820512820512,37,1.48,0,0.21621621621621623,-2,-0.05128205128205128
2717,robert,Monolingual,25,7,43,1.72,0,0.20930232558139536,43,1.72,0,0.20930232558139536,0,0.0
2718,mbert,Multilingual,7,3,11,1.5714285714285714,0,0.09090909090909091,10,1.4285714285714286,0,0.1,-1,-0.09090909090909091
2718,xlmr,Multilingual,7,3,10,1.4285714285714286,0,0.2,10,1.4285714285714286,0,0.2,0,0.0
2718,ro_bert,Monolingual,7,3,9,1.2857142857142858,0,0.1111111111111111,9,1.2857142857142858,0,0.1111111111111111,0,0.0
2718,robert,Monolingual,7,3,9,1.2857142857142858,0,0.1111111111111111,9,1.2857142857142858,0,0.1111111111111111,0,0.0
2719,mbert,Multilingual,18,4,46,2.5555555555555554,0,0.15217391304347827,45,2.5,0,0.15555555555555556,-1,-0.021739130434782608
2719,xlmr,Multilingual,18,4,32,1.7777777777777777,0,0.12903225806451613,30,1.6666666666666667,0,0.13793103448275862,-2,-0.0625
2719,ro_bert,Monolingual,18,4,25,1.3888888888888888,0,0.08,23,1.2777777777777777,0,0.08695652173913043,-2,-0.08
2719,robert,Monolingual,18,4,33,1.8333333333333333,0,0.12121212121212122,33,1.8333333333333333,0,0.12121212121212122,0,0.0
2720,mbert,Multilingual,9,2,30,3.3333333333333335,0,0.26666666666666666,28,3.111111111111111,0,0.25,-2,-0.06666666666666667
2720,xlmr,Multilingual,9,2,21,2.3333333333333335,0,0.19047619047619047,22,2.4444444444444446,0,0.18181818181818182,1,0.047619047619047616
2720,ro_bert,Monolingual,9,2,19,2.111111111111111,0,0.21052631578947367,18,2.0,0,0.2222222222222222,-1,-0.05263157894736842
2720,robert,Monolingual,9,2,20,2.2222222222222223,0,0.25,20,2.2222222222222223,0,0.25,0,0.0
2721,mbert,Multilingual,19,7,39,2.0526315789473686,0,0.10256410256410256,38,2.0,0,0.10526315789473684,-1,-0.02564102564102564
2721,xlmr,Multilingual,19,7,29,1.5263157894736843,0,0.1724137931034483,31,1.631578947368421,0,0.16129032258064516,2,0.06896551724137931
2721,ro_bert,Monolingual,19,7,23,1.2105263157894737,0,0.13043478260869565,22,1.1578947368421053,0,0.13636363636363635,-1,-0.043478260869565216
2721,robert,Monolingual,19,7,31,1.631578947368421,0,0.16129032258064516,29,1.5263157894736843,0,0.13793103448275862,-2,-0.06451612903225806
2722,mbert,Multilingual,17,3,31,1.8235294117647058,0,0.25806451612903225,30,1.7647058823529411,0,0.26666666666666666,-1,-0.03225806451612903
2722,xlmr,Multilingual,17,3,21,1.2352941176470589,0,0.14285714285714285,21,1.2352941176470589,0,0.14285714285714285,0,0.0
2722,ro_bert,Monolingual,17,3,22,1.2941176470588236,0,0.2727272727272727,22,1.2941176470588236,0,0.2727272727272727,0,0.0
2722,robert,Monolingual,17,3,26,1.5294117647058822,0,0.3076923076923077,26,1.5294117647058822,0,0.3076923076923077,0,0.0
2723,mbert,Multilingual,45,14,79,1.7555555555555555,0,0.1518987341772152,83,1.8444444444444446,0,0.1686746987951807,4,0.05063291139240506
2723,xlmr,Multilingual,45,14,69,1.5333333333333334,0,0.17391304347826086,74,1.6444444444444444,0,0.21621621621621623,5,0.07246376811594203
2723,ro_bert,Monolingual,45,14,62,1.3777777777777778,0,0.14516129032258066,60,1.3333333333333333,0,0.15,-2,-0.03225806451612903
2723,robert,Monolingual,45,14,68,1.511111111111111,0,0.19117647058823528,68,1.511111111111111,0,0.20588235294117646,0,0.0
2724,mbert,Multilingual,5,2,12,2.4,0,0.3333333333333333,12,2.4,0,0.3333333333333333,0,0.0
2724,xlmr,Multilingual,5,2,8,1.6,0,0.125,9,1.8,0,0.2222222222222222,1,0.125
2724,ro_bert,Monolingual,5,2,6,1.2,0,0.16666666666666666,6,1.2,0,0.16666666666666666,0,0.0
2724,robert,Monolingual,5,2,6,1.2,0,0.16666666666666666,6,1.2,0,0.16666666666666666,0,0.0
2725,mbert,Multilingual,13,0,26,2.0,0,0.2692307692307692,26,2.0,0,0.2692307692307692,0,0.0
2725,xlmr,Multilingual,13,0,24,1.8461538461538463,0,0.21739130434782608,24,1.8461538461538463,0,0.21739130434782608,0,0.0
2725,ro_bert,Monolingual,13,0,22,1.6923076923076923,0,0.045454545454545456,22,1.6923076923076923,0,0.045454545454545456,0,0.0
2725,robert,Monolingual,13,0,24,1.8461538461538463,0,0.041666666666666664,24,1.8461538461538463,0,0.041666666666666664,0,0.0
2726,mbert,Multilingual,11,0,22,2.0,0,0.13636363636363635,22,2.0,0,0.13636363636363635,0,0.0
2726,xlmr,Multilingual,11,0,17,1.5454545454545454,0,0.11764705882352941,17,1.5454545454545454,0,0.11764705882352941,0,0.0
2726,ro_bert,Monolingual,11,0,13,1.1818181818181819,0,0.15384615384615385,13,1.1818181818181819,0,0.15384615384615385,0,0.0
2726,robert,Monolingual,11,0,19,1.7272727272727273,0,0.21052631578947367,19,1.7272727272727273,0,0.21052631578947367,0,0.0
2727,mbert,Multilingual,7,2,12,1.7142857142857142,0,0.25,13,1.8571428571428572,0,0.3076923076923077,1,0.08333333333333333
2727,xlmr,Multilingual,7,2,11,1.5714285714285714,0,0.2727272727272727,12,1.7142857142857142,0,0.3333333333333333,1,0.09090909090909091
2727,ro_bert,Monolingual,7,2,10,1.4285714285714286,0,0.2,8,1.1428571428571428,0,0.25,-2,-0.2
2727,robert,Monolingual,7,2,9,1.2857142857142858,0,0.2222222222222222,9,1.2857142857142858,0,0.2222222222222222,0,0.0
2728,mbert,Multilingual,10,5,23,2.3,0,0.08695652173913043,24,2.4,0,0.08333333333333333,1,0.043478260869565216
2728,xlmr,Multilingual,10,5,18,1.8,0,0.05555555555555555,19,1.9,0,0.10526315789473684,1,0.05555555555555555
2728,ro_bert,Monolingual,10,5,14,1.4,0,0.07142857142857142,12,1.2,0,0.08333333333333333,-2,-0.14285714285714285
2728,robert,Monolingual,10,5,17,1.7,0,0.17647058823529413,16,1.6,0,0.125,-1,-0.058823529411764705
2729,mbert,Multilingual,16,6,34,2.125,0,0.20588235294117646,37,2.3125,0,0.1891891891891892,3,0.08823529411764706
2729,xlmr,Multilingual,16,6,27,1.6875,0,0.2222222222222222,28,1.75,0,0.21428571428571427,1,0.037037037037037035
2729,ro_bert,Monolingual,16,6,26,1.625,0,0.19230769230769232,22,1.375,0,0.22727272727272727,-4,-0.15384615384615385
2729,robert,Monolingual,16,6,28,1.75,0,0.32142857142857145,27,1.6875,0,0.2962962962962963,-1,-0.03571428571428571
2730,mbert,Multilingual,16,8,34,2.125,0,0.20588235294117646,37,2.3125,0,0.32432432432432434,3,0.08823529411764706
2730,xlmr,Multilingual,16,8,25,1.5625,0,0.2,23,1.4375,0,0.17391304347826086,-2,-0.08
2730,ro_bert,Monolingual,16,8,22,1.375,0,0.22727272727272727,20,1.25,0,0.25,-2,-0.09090909090909091
2730,robert,Monolingual,16,8,24,1.5,0,0.20833333333333334,24,1.5,0,0.20833333333333334,0,0.0
2731,mbert,Multilingual,19,6,40,2.1052631578947367,0,0.175,41,2.1578947368421053,0,0.21951219512195122,1,0.025
2731,xlmr,Multilingual,19,6,33,1.736842105263158,0,0.24242424242424243,33,1.736842105263158,0,0.24242424242424243,0,0.0
2731,ro_bert,Monolingual,19,6,26,1.368421052631579,0,0.23076923076923078,25,1.3157894736842106,0,0.2,-1,-0.038461538461538464
2731,robert,Monolingual,19,6,34,1.7894736842105263,0,0.20588235294117646,34,1.7894736842105263,0,0.20588235294117646,0,0.0
2732,mbert,Multilingual,10,4,26,2.6,0,0.4230769230769231,28,2.8,0,0.39285714285714285,2,0.07692307692307693
2732,xlmr,Multilingual,10,4,26,2.6,0,0.32,26,2.6,0,0.2692307692307692,0,0.0
2732,ro_bert,Monolingual,10,4,21,2.1,0,0.38095238095238093,22,2.2,0,0.3181818181818182,1,0.047619047619047616
2732,robert,Monolingual,10,4,19,1.9,0,0.3684210526315789,20,2.0,0,0.4,1,0.05263157894736842
2733,mbert,Multilingual,41,6,64,1.5609756097560976,0,0.25,69,1.6829268292682926,0,0.2753623188405797,5,0.078125
2733,xlmr,Multilingual,41,6,60,1.4634146341463414,0,0.23728813559322035,62,1.5121951219512195,0,0.2786885245901639,2,0.03333333333333333
2733,ro_bert,Monolingual,41,6,56,1.3658536585365855,0,0.21428571428571427,55,1.3414634146341464,0,0.2,-1,-0.017857142857142856
2733,robert,Monolingual,41,6,61,1.4878048780487805,0,0.22950819672131148,61,1.4878048780487805,0,0.22950819672131148,0,0.0
2734,mbert,Multilingual,15,8,26,1.7333333333333334,0,0.07692307692307693,26,1.7333333333333334,0,0.19230769230769232,0,0.0
2734,xlmr,Multilingual,15,8,24,1.6,0,0.08333333333333333,27,1.8,0,0.14814814814814814,3,0.125
2734,ro_bert,Monolingual,15,8,21,1.4,0,0.19047619047619047,19,1.2666666666666666,0,0.21052631578947367,-2,-0.09523809523809523
2734,robert,Monolingual,15,8,20,1.3333333333333333,0,0.1,20,1.3333333333333333,0,0.1,0,0.0
2735,mbert,Multilingual,15,4,30,2.0,0,0.16666666666666666,31,2.066666666666667,0,0.1935483870967742,1,0.03333333333333333
2735,xlmr,Multilingual,15,4,25,1.6666666666666667,0,0.12,27,1.8,0,0.14814814814814814,2,0.08
2735,ro_bert,Monolingual,15,4,19,1.2666666666666666,0,0.10526315789473684,18,1.2,0,0.1111111111111111,-1,-0.05263157894736842
2735,robert,Monolingual,15,4,25,1.6666666666666667,0,0.12,25,1.6666666666666667,0,0.12,0,0.0
2736,mbert,Multilingual,10,5,18,1.8,0,0.16666666666666666,21,2.1,0,0.3333333333333333,3,0.16666666666666666
2736,xlmr,Multilingual,10,5,16,1.6,0,0.3125,17,1.7,0,0.29411764705882354,1,0.0625
2736,ro_bert,Monolingual,10,5,14,1.4,0,0.14285714285714285,14,1.4,0,0.14285714285714285,0,0.0
2736,robert,Monolingual,10,5,17,1.7,0,0.29411764705882354,17,1.7,0,0.29411764705882354,0,0.0
2737,mbert,Multilingual,19,6,40,2.1052631578947367,0,0.2,42,2.210526315789474,0,0.23809523809523808,2,0.05
2737,xlmr,Multilingual,19,6,35,1.8421052631578947,0,0.08823529411764706,36,1.894736842105263,0,0.11428571428571428,1,0.02857142857142857
2737,ro_bert,Monolingual,19,6,31,1.631578947368421,0,0.22580645161290322,32,1.6842105263157894,0,0.21875,1,0.03225806451612903
2737,robert,Monolingual,19,6,32,1.6842105263157894,0,0.1875,31,1.631578947368421,0,0.16129032258064516,-1,-0.03125
2738,mbert,Multilingual,9,0,17,1.8888888888888888,0,0.4117647058823529,17,1.8888888888888888,0,0.4117647058823529,0,0.0
2738,xlmr,Multilingual,9,0,15,1.6666666666666667,0,0.4,15,1.6666666666666667,0,0.4,0,0.0
2738,ro_bert,Monolingual,9,0,14,1.5555555555555556,0,0.21428571428571427,14,1.5555555555555556,0,0.21428571428571427,0,0.0
2738,robert,Monolingual,9,0,16,1.7777777777777777,0,0.25,16,1.7777777777777777,0,0.25,0,0.0
2739,mbert,Multilingual,24,11,43,1.7916666666666667,0,0.18604651162790697,46,1.9166666666666667,0,0.1956521739130435,3,0.06976744186046512
2739,xlmr,Multilingual,24,11,39,1.625,0,0.20512820512820512,43,1.7916666666666667,0,0.16279069767441862,4,0.10256410256410256
2739,ro_bert,Monolingual,24,11,33,1.375,0,0.15151515151515152,30,1.25,0,0.16666666666666666,-3,-0.09090909090909091
2739,robert,Monolingual,24,11,39,1.625,0,0.20512820512820512,38,1.5833333333333333,0,0.21052631578947367,-1,-0.02564102564102564
2740,mbert,Multilingual,7,6,12,1.7142857142857142,0,0.25,11,1.5714285714285714,0,0.18181818181818182,-1,-0.08333333333333333
2740,xlmr,Multilingual,7,6,11,1.5714285714285714,0,0.18181818181818182,12,1.7142857142857142,0,0.25,1,0.09090909090909091
2740,ro_bert,Monolingual,7,6,9,1.2857142857142858,0,0.1111111111111111,8,1.1428571428571428,0,0.125,-1,-0.1111111111111111
2740,robert,Monolingual,7,6,9,1.2857142857142858,0,0.2222222222222222,9,1.2857142857142858,0,0.2222222222222222,0,0.0
2741,mbert,Multilingual,49,9,75,1.530612244897959,0,0.18666666666666668,72,1.469387755102041,0,0.16666666666666666,-3,-0.04
2741,xlmr,Multilingual,49,9,65,1.3265306122448979,0,0.171875,66,1.346938775510204,0,0.16923076923076924,1,0.015384615384615385
2741,ro_bert,Monolingual,49,9,61,1.2448979591836735,0,0.13114754098360656,60,1.2244897959183674,0,0.13333333333333333,-1,-0.01639344262295082
2741,robert,Monolingual,49,9,69,1.4081632653061225,0,0.15942028985507245,69,1.4081632653061225,0,0.15942028985507245,0,0.0
2742,mbert,Multilingual,8,2,12,1.5,0,0.08333333333333333,12,1.5,0,0.08333333333333333,0,0.0
2742,xlmr,Multilingual,8,2,12,1.5,0,0.08333333333333333,12,1.5,0,0.08333333333333333,0,0.0
2742,ro_bert,Monolingual,8,2,10,1.25,0,0.1,9,1.125,0,0.1111111111111111,-1,-0.1
2742,robert,Monolingual,8,2,11,1.375,0,0.09090909090909091,11,1.375,0,0.09090909090909091,0,0.0
2743,mbert,Multilingual,7,4,14,2.0,0,0.35714285714285715,15,2.142857142857143,0,0.3333333333333333,1,0.07142857142857142
2743,xlmr,Multilingual,7,4,13,1.8571428571428572,0,0.23076923076923078,14,2.0,0,0.2857142857142857,1,0.07692307692307693
2743,ro_bert,Monolingual,7,4,13,1.8571428571428572,0,0.3076923076923077,12,1.7142857142857142,0,0.25,-1,-0.07692307692307693
2743,robert,Monolingual,7,4,12,1.7142857142857142,0,0.25,13,1.8571428571428572,0,0.3076923076923077,1,0.08333333333333333
2744,mbert,Multilingual,4,2,14,3.5,0,0.5,15,3.75,0,0.4666666666666667,1,0.07142857142857142
2744,xlmr,Multilingual,4,2,10,2.5,0,0.4,11,2.75,0,0.45454545454545453,1,0.1
2744,ro_bert,Monolingual,4,2,12,3.0,0,0.5833333333333334,12,3.0,0,0.5833333333333334,0,0.0
2744,robert,Monolingual,4,2,12,3.0,0,0.5833333333333334,12,3.0,0,0.5833333333333334,0,0.0
2745,mbert,Multilingual,18,8,37,2.0555555555555554,0,0.16216216216216217,38,2.111111111111111,0,0.13157894736842105,1,0.02702702702702703
2745,xlmr,Multilingual,18,8,30,1.6666666666666667,0,0.16666666666666666,29,1.6111111111111112,0,0.13793103448275862,-1,-0.03333333333333333
2745,ro_bert,Monolingual,18,8,25,1.3888888888888888,0,0.16,24,1.3333333333333333,0,0.125,-1,-0.04
2745,robert,Monolingual,18,8,27,1.5,0,0.18518518518518517,27,1.5,0,0.18518518518518517,0,0.0
2746,mbert,Multilingual,9,5,22,2.4444444444444446,0,0.4090909090909091,23,2.5555555555555554,0,0.43478260869565216,1,0.045454545454545456
2746,xlmr,Multilingual,9,5,19,2.111111111111111,0,0.2631578947368421,21,2.3333333333333335,0,0.3333333333333333,2,0.10526315789473684
2746,ro_bert,Monolingual,9,5,18,2.0,0,0.3888888888888889,18,2.0,0,0.3888888888888889,0,0.0
